text,label,words
To może być przebijający się szew podskórny. Może to być też przejściowe stwardnienie tworzącej się blizny.  Trudno to stwierdzić na podstawie kilku zdań bez zbadania pacjenta. W razie wątpliwości najlepiej umówić się do operatora na konsultację.,Medyczne-diagnoza,36
"Witam Najprawdopodobniej jest to szew zbliżający naprzeciwległe warstwy tkanki podskórnej. Wcześniej nie był wyczuwalny ponieważ otaczał go obrzęk. W miarę ustępowania obrzęku stał się wyczuwalny. Jest to nić wchłanialna, która powinna się całkowicie rozpuścić. Jeśli nie nastąpi to po 2 miesiącach od zabiegu, proszę zgłosić się na kontrolę. Niezmiernie rzadko może dojść do perforacji blizny w rzucie szwu i jego ewakuacji na zewnątrz. Wtedy proszę nie czekać tylko udać się na kontrolę do chirurga.",Medyczne-diagnoza,74
"Chciałbym zapytać, czy są jakieś konkretne preparaty polecane na świeże blizny pooperacyjne? Czytałem dobre opinie o maściach: Dermatix, Veraderm, Silaurum, No scar (jedyna niesilikonowa) i trudno mi zdecydować się na którąś, jeśli ktoś z Państwa ma doświadczenie z ww. preparatami to prosiłbym o pomoc.",Medyczne-diagnoza,44
Witam Pani Dr.! Planuje przyleciec do Polski w lipcu 2018 na 2 miesiace do rodziny I chcialabym zrobic powiekszenie piersi w ciagu tego czasu co bede w Polsce. Czy jest taka mozliwosc? Dziekuje bardzo,Medyczne-diagnoza,34
"Oczywiście!Najlepiej konsultacja - zaraz po przylocie, wtedy wszystko możemy omówić i wybrać a przede wszystkim ustalić kalendarz, A dalej już tylko działania w/g ustalonego planu. Pozdrawiam",Medyczne-diagnoza,27
"Dzień dobry.Jeżeli nie ma przeciwwskazań zdrowotnych to jest to możliwe. Najczęściej piersi są powiększane przy pomocy implantów silikonowych, zwykle pobyt w klinice trwa 2 dni i nie ma konieczności usuwania szwów ponieważ są wchłanialne. Jeżeli piersi są powiększane przy pomocy przeszczepu własnego tłuszczu wówczas zwykle wymaga to trzech zabiegów i dwa miesiące to czas minimalny 0-1-2 miesiące.z pozdrowieniami Grzegorz Kierzynka",Medyczne-diagnoza,62
"Dzien dobry Pani,Oczywiście, że z przyjemnością podejmę się powiększenia piersi u Pani dla uzyskania pięknych piersi dopasowanych do Pani oczekiwań. Poprosiłbym o umówienie się na konsultację z terminem tuż po Pani przylocie do Polski, tak by istniała możliwość odpowiedniego zaplanowania Pani pobytu w kraju.Pozdrawiam serdecznie,Paweł Szychta",Medyczne-diagnoza,49
"Dzień dobry, tak, jest taka możliwość. 2 miesiące to wystarczający czas na odbycie konsultacji, zrobienie niezbędnych badań, wykonanie zabiegu oraz przebycie rekonwalescencji przed wylotem. Celem ustalenia szczegółów zapraszam do bezpośredniego kontaktu mailowego. Pozdrawiam, T.Witwicki",Medyczne-diagnoza,34
Szanowna Pani w tym czasie jestem na miejscu będę mógł wykonać operację . Przed zabiegiem musi Pani jednak przyjść na konsultację kilka dni wcześniej celem dobrania odpowiednich implantów i wykonanie badań. proszę o sprecyzowanie termonu operacji celem zarezerwowania terminu i ustalenia konsultacji przed zabiegiemPozdrawiam Marek Muraszko proszę o kontakt bezpośredni na adres mailowy gabinetu,Medyczne-diagnoza,55
"Szanowna Pani,pacjenci czesto myla przerosła blizne, lub jej poszerzenie z bliznowcem. Przerosłe blizny prawie nigdy nie wystepuja w obrebie powiek. Te kwestie i istniejace ryzyko nalezy omówic po konsultacji.",Medyczne-diagnoza,30
"Dzień dobry.Na początek trzeba ustalić czy na pewno jest to bliznowiec, koloid i ile czasu minęło od operacji wycięcia znamienia. Skłonność do keloidów może być genetyczna, może być uwarunkowana zaburzeniami hormonalnymi. W niektórych okolicach ciała, szczególnie dekolt, okolica mostkowa, barki i grzbiet ta skłonność może być większa. Na pewno proponuję przedyskutować decyzję o operacji, jak rozumiem nadmiaru skóry powiek, z doświadczonym chirurgiem plastykiem. Z poważaniem Grzegorz Kierzynka",Medyczne-diagnoza,68
"Dzień dobry Panu,Bliznowiec występujący w okolicy powiek górnych stanowi ogromnie rzadką kazuistykę. Dlatego może Pan być zakwalifikowany do operacji, przy zachowaniu odpowiedniej techniki operacyjnej.Pozdrawiam serdecznie,Paweł Szychta",Medyczne-diagnoza,29
"Jestem po korekcie nosa. Operacja nie spełniła moich oczekiwań. Mam usunięta cześć kości w górnej części co zmieniło mój nos na niekorzyść, czego nie końca chciałam, jednak zaufałam Panu doktorowi który przeprowadzał operacje.Czy możliwa jest rekonstrukcja kości nosa ?",Medyczne-diagnoza,40
"Dzień dobry Pani,Istnieje kilka metod wtórnego profilowania grzbietu nosa po pierwotnej plastyce nosa, w przypadku dowolnych nieregularności. Zapraszam na konsultację, dopiero wtedy będę miał możliwość wiarygodnego przedstawienia dostępnych metod dla Pani.Pozdrawiam,Prof. nadzw. dr hab. n. med. Paweł SzychtaSpecjalista chirurgii plastycznej i rekonstrukcyjnej",Medyczne-diagnoza,46
"minelo 25 dni po korekcji powiek, nadal jednak utrzymuje sie zaczerwienienie wokol oczu wyglada jak uczulenie, czy to jest normalne i jak dlugo utrzymuje sie taki stan",Medyczne-diagnoza,27
"Dzień dobry.Po korekcji plastycznej powiek zwykle gojenie przebiega szybko i trwa krótko. Po plastyce powiek górnych 2 do 3 tygodni, po plastyce powiek dolnych zwykle tydzień lub dwa dłużej. Należy pamiętać, że ostateczne kształtowanie blizny trwa aż pół roku. Z poważaniem Grzegorz Kierzynka",Medyczne-diagnoza,44
"Dzień dobry, u niektórych pacjentów obrzęk i zaczerwienienie utrzymuje się nawet do 2-3 miesięcy. Aby wykluczyć stan wymagający interwencji, niezbędna jest konsultacja u lekarza wykonującego zabieg. PozdrawiamPiotr Drozdowskispecjalista chirurgii plastycznejFEBOPRAS",Medyczne-diagnoza,33
"Szanowna Panizwykle zaczerwienienie blizn może być widoczne do 3 miesięcy po zabiegu, należy nałuszczać te miejsca zwykła wazeliną kosmetyczną lub kremem Terproline Eye lid dostępnym w niektórych aptekach lub w internecie. Jeżeli to bardzo niepokoi to zapraszam na kontrole do gabinetuPozdrawiamMarek Muraszko-KuźmaGabinet Medissima",Medyczne-diagnoza,47
"Mam 20 lat i ponad rok temu miałam operację redukcję piersi. Od pewnego czasu dosyć często dostaję pokrzywkę w tym samym miejscu na bliźnie otoczki brodawki. Ujawnia się to nagłym pieczeniem, po czym po pewnym czasie znika. Zawsze pojawia się takie same małe opuchnięcie i zaczerwienienie. Czy to jest normalne ?",Medyczne-diagnoza,51
"Niestety skóra przecięta, powstanie blizny - może dawać przetrwałe dolegliwości różnego rodzaju, w tym nietypowe jak pokrzywka, może być to spowodowane szwem podskórnym który nie w pełni się rozpuścił, przytkanym gruczołem skórnym, który podlega okresowemu procesowi zapalnemu, czy zaburzoną strukturą skóry spowodowaną samą blizną - zapraszam do dermatologa :-)",Medyczne-diagnoza,49
"Panie doktorze zakonczylam okres laktacji od trzech miesięcy, moje piersi zupełnie zmalały. Kiedy będe mogla poddac sie zabiegowi powiekszania piersi i czy mogę juz zglosić się na konsultacje? Pozdrawiam",Medyczne-diagnoza,29
"Dzień dobry.Myślę, ze to już właściwy czas na konsultację dotyczącą powiększenia piersi po karmieniu. Inwolucja po laktacji jeszcze trwa, ale można już ustalać szczegóły. Z poważaniem Grzegorz Kierzynka",Medyczne-diagnoza,29
Zwracam się z pytaniem czy ktoś jest w stanie mi pomóc . Mam pewne schorzenie i na moim ciele jest dużo nerwiakowlokniakow .można je gdzieś usunąć ?,Medyczne-diagnoza,27
"Dzień dobry. Nerwiakowłókniakowatość w obrębie skóry to domena chirurgii plastycznej, w oddziałach Chirurgii Plastycznej operujemy corocznie wielu takich pacjentów z guzami od wielkości kilku mm do obejmujących np. połowę twarzy.Zapraszam do chirurga plastyka najbliżej miejsca zamieszkania.Z poważaniem Grzegorz Kierzynka",Medyczne-diagnoza,41
"Dzień dobry. Jak już pisałem narwiakowłókniakowatość jest typowym schorzeniem, którego leczeniem w obrębie skóry zajmuje się chirurgia plastyczna. Redukujemy guzy olbrzymie obejmujące np. połowę twarzy lub usuwamy guzki małe kilkumilimetrowe. Zapraszam do Poradni i Oddziału Chirurgii Plastycznej.Z poważaniem Grzegorz Kierzynka",Medyczne-diagnoza,41
"Chciałabym zapytać jaki zabieg odchudzający/modelujący brzuch byłby odpowiedni w moim przypadku. Mam 19 lat 174cm wzrostu i ważę ok 95kg Zależy mi na zabiegu, który usunie zbędny tłuszcz oraz zregeneruje skórę.",Medyczne-diagnoza,31
"Do udzielenia pełnej odpowiedzi na Pani pytanie wskazana byłaby osobista konsultacja. Liposukcja nie jest metodą odchudzania, a jedynie kształtowania sylwetki, poza tym nie regeneruje skóry. Być może korzystnej byłoby wykonać abdominoplastykę po utracie przez Panią wagi.",Medyczne-diagnoza,36
"Liposukcja nie jest zabiegiem odchudzającym. Jedynym rozsądnym postępowaniem w Pani przypadku to: spadek wagi ciała o około 20kg, i abdominoplastyka. Wtedy efekt będzie bardzo dobry. Sama liposukcja to pójście na skróty, efekt niepewny.",Medyczne-diagnoza,33
"Dzień dobry Pani,Dla poprawy Pani wyglądu, jest u Pani możliwa zarówno liposukcja, jak i plastyka brzucha. Operacja powinna być jednak przeprowadzona w momencie uzyskania optymalnej masy ciała. Zapraszam na konsultację, w trakcie której zostanie Pani odpowiednio przygotowana do leczenia.Pozdrawiam,Prof. nadzw. dr hab. n. med. Paweł SzychtaSpecjalista chirurgii plastycznej i rekonstrukcyjnej",Medyczne-diagnoza,54
Mam takie pytanie normalnie wpadam w jakas depresje wstydze sie spac z kobieta bo mysle ze mam malego penisa 15cm czy jest mozliwosc powiekszenia o ile cm ? i jaki koszt ? dziekuje za rade i za odpowiedz Pozdrawiam a i dodam ze mam 24 lata,Medyczne-diagnoza,46
"Jestem po przebytym Zatorze plucny, który miał miejsce 28 października. Mam po tym bardzo niskie ciśnienie, które w ciągu kilku ostatnich dni jeszcze bardziej spadło i oscyluje w granicach 80/40. Czy takie ciśnienie jest zagrażające?I druga sprawa, czy przy lekach eliquis Mozna spożywać alkohol?",Medyczne-diagnoza,45
"Mam nadzieję, że uzyskał już Pan/Pani pomoc kwalifikowaną- nie widzę daty publikacji postu.Pytanie o alkohol miesiąc po epizodzie zatorowści płucnej wskazuje, że nie rozumie Pan/Pani powagi sytuacji. Niskie ciśnienie tętnicze, zwłaszcza jeśli towarzyszą temu objawy zmęczenia/duszności wymaga pilnej oceny specjalistycznej/SOR.",Medyczne-diagnoza,41
Tesciu ma 73 lata i ma tetniaka aorty 6 cm. Pytanko brzmi czy mozna to zoperowac i jakie jest ryzyko powiklan? Do kogo sie udac po skierowanie na operacje? Czy warto w tym wieku operowac tego tetniaka?,Medyczne-diagnoza,37
"Mam 59 lat, moja żona 61. Przyjmuję lek Vivace 5 mg 1 tabletka dziennie. Żona przyjmuje Karnidin 20 mg oraz Kandesar 80 mg. Oboje dodatkowo przyjmujemy Beto 50 ZK. Dowiedziałem się, że leki, które przyjmujemy od nadciśnienia należą do grupy leków, które zwiększają o ok. 30% ryzyko ciężkiego przebiegu zakażenia koronawirusem. Czy nie powinniśmy zmienić te leki? Oczywiście nie sami. Moje pytanie zadaję tutaj, ponieważ kardiolog zamknął przychodnię a lekarz rodzinny jest niedostępny.",Medyczne-diagnoza,73
"Te dane przez jakiś czas krążyły w internecie, nie są do tej pory dostatecznie potwierdzone i oficjalne stanowisko jest takie żeby ich nie zmieniać.Pozdrawiam,życząc zdrowia",Medyczne-diagnoza,26
Dolegliwości bliskiej Pani osoby sugerują objawy astmy. Proponuje wykonać spirometrię z próbą rozkurczową. Lekarz może również zalecić doraźnie leki wziewne podczas napadu duszności. Na pewno opisywane przez Panią objawy wymagają diagnostyki. Pozdrawiam i życzę dużo zdrowia.,Medyczne-diagnoza,36
"Straciłem pracę (umowa zlecenie). Leczę się u kardiologa (nadciśnienie), i na 13 maja mam umówioną kolejną już wizytę, dodatkowo biorę tabletki na nadciśnienie które aktualnie mi się skończyły i potrzebuję recepty. Problem tkwi w tym że na chwilę obecną nie mam ubezpieczenia. Co robić w takiej sytuacji? Czy za wizytę u kardiologa będę musiał zapłacić oraz jak otrzymać receptę na potrzebne mi leki?",Medyczne-diagnoza,63
"receptę można wypisać w trakcie wideokonsultacji z kardiologiem i zrealizować ją na podstawie kodu recepty i nr pesel, papierowa wersja nie jest potrzebna, przy braku ubezpieczenia leki na 100%",Medyczne-diagnoza,29
Przyczyną bólów głowy i kołatań serca może być PFO. Celem kwalifikacji do zamknięcia PFO metodą przezskóną tzn okluderem konieczna jest konsultacja kardiologiczna. Wskazane jest też wykonanie tomografii komputerowej lub rezonansu magnetycznego głowy.,Medyczne-diagnoza,32
"Czy zdrowa osoba, która miała holter, ekg, echo i wszystko było ok wczeniej , moze miec jednorazowo blok serca czy cos w tym stylu, pytam bo nosze zegarek garmina, dzisiaj wyszło mi ze w 2 min serce bilo mi 39?czy to możliwe czy jest to raczej błąd? Czy mam sie czym martwić, teraz podczas pandemia człowiek mniej myśli o tym by isc do lekarza. W lutym przechodziłam grype.",Medyczne-diagnoza,68
"Jeśli nie zawrotów głowy lub omdleń to raczej błąd zegarka. Zaburzenia rytmu często występują napadowo i z różną częstością jednodniowy Holter ekg może ich nie wykryć, bo po prostu mogą nie występować w dniu badania.",Medyczne-diagnoza,35
"Mam problem z nogą z zylakami. Dostałem się na sor i do angiloga, stwierdził lekki zakrzep w jednej z żył. Zazywalem neoparin. Zakończyłem kurację neoparinem, ale noga pobolewa, dalej w lydce bywa cieplejsza. Co dalej robic? Co zażywać na ta noge? Zaznaczam ,że lecze nadciśnienie Tezeo i Ebivol. Nie ukrywam, że męczące są te bole, bo czasem pojawiają się w nocy. Czy znowu wrócić do angiologa?",Medyczne-diagnoza,66
"Biorę bisocard w dawce 2.5mg rano, został mi on przepisany z powodu kilku epizodów częstoskurczu nadkomorowego. Po tej dawce czuję się ospale,zawroty głowy, ciśnienie 106/64 tętno 58-64 uderzeń na minutę...czy można zmniejszyć dawkę do 1.25mg?i jak długo należy schodzić z niego i w jakiej dawce by móc bezpiecznie go odstawić???",Medyczne-diagnoza,50
"trzeba zmniejszyć dawkę bisocardu do 1,25mg, a jesli tetno dalej ok 60/min odstawic, póki co wskazane nawadnianie ok 2l/ dobę, holter ekg i lek w zależnosci od rodzaju czestoskurczu nadkomorowego, ew. ablacja jeśli to AVRT lub AVNRT",Medyczne-diagnoza,37
"Z dnia na dzień zaczela boleć mnie łydka. Uniemożliwiło mi to normalne chodzenie. Zdiagnozowano u mnie zakrzepice żyły strzałkowej na odcinku 10 cm. Od 5 dni stosuje 2x dziennie Fraxiparine 0,6 5700 ja. Po jakim czasie może ustapic bol i bede mógł normalnie chodzic ? Mężczyzna 24 lata.",Medyczne-diagnoza,48
Oprócz heparyny konieczne jest stosowanie kompresjoterapii w tym przypadku podkolanówek uciskowych II klasa ucisku i leków przeciwzapalnych. Objawy zwykle ustępują w przeciągu tygodnia. Jeśli nie konieczna jest konsultacja lekarska i ew. ponowene USG żył.,Medyczne-diagnoza,34
"Od pewnego czasu mam kołatania serca, najpierw mi się robi gorąco na twarzy później odczuwam kołatania serca i czasem robi mi się słabo, nie zawsze, a na koniec jest mi strasznie zimno i utrzymuje się ten stan tak około dobrych 4-5h, badania kardiologiczne wyszły wszystkie dobrze więc nie rozumiem dlaczego tak się dzieje, jest to bardzo uciążliwe aby normalnie funkcjonować. Pozdrawiam serdecznie",Medyczne-diagnoza,62
Od 3 dni odczowam bol serca przy czym boli mnie reka lewa od barku do lokcia . Bol w sercu odczlowam caly czas i akcjia serca jest podwyzszona . Czy mam sie czego bac ?,Medyczne-diagnoza,35
"Nie ma co się bać tylko iść fo lekarza. Wielogodzinne bóle w klatce piersiowej zwykle nie pochodzą od serca, ale żeby być pewnym potrzeba więcej informacji.",Medyczne-diagnoza,26
"Warto sprawdzić poziom potasu i magnezu, bo tertesif je wypłukuje co może byc przyczyną arytmii. Przy lekach moczopędnych wskazana jest ich suplementacja i okresowa kontrola poziomu. Jeśli daje pan radę wykonywać intensywne wysiłki to nie ma pan niewydolności serca. Jeśli elektrolity w środku przedziału normy to prawdopodobnie to nie jest arytmia tylko naturalna tachykardia przy wysiłku czy w stresie.",Medyczne-diagnoza,59
"Witam,wykonane w marcu br. badania diagnostyczne wykazały u mnie bardzo wysoki stopień stłuszczenia wątroby. Moim celem jest pełna regeneracja wątroby i poprawa jej funkcjonowania. Szukam dietetyka, który pomoże mi w realizacji tego celu, dlatego proszę o odpowiedź jak widziałaby Pani naszą ewentualną współpracę. Z góry dziękuję za odpowiedź",Medyczne-diagnoza,49
"Pierwsza rzecz, którą warto wprowadzić od zaraz-to nieco odchudzone menu, aby odciążyć organizm. Jeśli jest dodatkowe zalecenie, aby zmniejszyć znacząco masę ciała, tym bardziej przy diecie redukcyjnej należy zwrócić uwagę, na potrawy i spożywane pokarmy, aby wątroba swobodnie poradziła sobie z metabolizowaniem tłuszczy.",Medyczne-diagnoza,43
"Szanowana PaniMyślę, że warto popytać wśród znajomych o zaufanych psychologów. Proponuję zadzwonić i zapytać  czy zajmują się podobną tematyką i umówić się na spotkanie, aby wspólnie zbudować poczucie bezpieczeństwa i znaleźć strategie radzenia sobie z towarzyszącymi Pani obawami.Pozdrawiam serdecznieAnna Arciuch",Medyczne-diagnoza,43
"Witam Panią. Rzeczywiście znajduje się Pani w trudnej sytuacji. Strach potrafi nas sparaliżować i zablokować wszelkie nasze działania. Na szczęście da się go przezwyciężyć, a chęć posiadania dziecka to na pewno bardzo silne pragnienie i motywacja. Jeśli chodzi o pomoc, to na pewno jest ona wskazana. Wsparcie jest bardzo ważne jak i zmiana nastawienia do problemu. Zapraszam do swojego gabinetu.",Medyczne-diagnoza,60
"Cieszę się niezmiernie, że sytuacja, którą Pani opisała zakończyła się urodzeniem zdrowego synka. Domyślam się jednak, że musiało to być dla Pani bardzo trudne doświadczenie i nie dziwi fakt Pani obecnego lęku przed porodem. Myślę, że warto byłoby skorzystać z pomocy psychologicznej, aby porozmawiać w atmosferze spokoju i życzliwości o tym, co Pani przeżywała i przeżywa obecnie. Psycholog po wysłuchaniu Pani zaproponuje możliwe drogi pracy nad lękiem przed porodem. Życzę powodzenia",Medyczne-diagnoza,71
"Witam, ponieważ wciąż bardzo żywe jest w Tobie wspomnienie poprzedniego porodu (zresztą bardzo trudne, wręcz traumatyczne wspomnienie) polecałabym udać się do terapeuty EMDR. Terapia ta pomogłaby wytworzyć dystans między Tobą a bolesnym doświadczeniem. Oczywistym jest, że żaden z nas nie jest w stanie wymazać z twojej głowy tego wspomnienia, możemy jednak spróbować pozbawić go tak silnych, negatywnych emocji, które ważą na Twoim obecnym życiu i podejmowanych decyzjach. Pozdrawiam serdecznie, wszystkiego dobrego :)",Medyczne-diagnoza,72
"Witam,proponuję udać się na konsultację psychologiczną, która pomoże Pani poradzić sobie ze strachem i obawami związanymi z tą sytuacją. Zachęcam również do rozmowy na ten temat z mężem, który mógłby z Panią się na taką konsultację udać, a także wesprzeć Panią w trudnych momentach.Pozdrawiam serdecznieAgnieszka Bąk",Medyczne-diagnoza,49
"Na ten moment niewiele. Najlepiej samej udać się do specjalisty i porozmawiać o problemie oraz sposobie wsparcia dla męża, innym niż akceptacja (bo to ciche przyzwolenie na takie zachowanie i utwierdzenie go w przekonaniu, że problemu nie ma) Proponuję wspólnie wraz z terapeutą ustalić plan działania.",Medyczne-diagnoza,46
"Witam Panią, z Pani wiadomości wynika, że ""przyzwyczaiła się"" Pani do do impulsywności i porywczości męża - czy to oznacza, że martwi Panią jedynie sytuacja męża w pracy? Czy maź od dawna się tak zachowuje, od czasu, kiedy Państwo się poznali?  Czy mają Państwo dzieci? Tolerowanie przez Pania impulsywności męża daje mu wrażenie, ze wszyscy powinni jego zachowanie tolerować. Należałoby poznać przyczynę wybuchowości męża.Pozdrawiam.",Medyczne-diagnoza,64
"Witam,niestety nie zmieni Pani męża, szczególnie gdy on tej zmiany nie chce. Uważam, że też nie jest wskazane tolerowanie takich zachowań i dlatego też, zachęcam Panią do udania się na konsultację do psychologa/psychoterapeuty, który Panią wesprze, a także pomoże zastanowić się jakie zachowania są również dla Pani właściwe i jakie Pani ma możliwości. Ważne jest tutaj również to, żeby Pani zadbała o siebie i swoje zdrowie psychiczne.PozdrawiamAgnieszka Bąk",Medyczne-diagnoza,71
"Witam,Wszystko zależy od preferencji pacjenta. Można rozpisać dietę 7 dniową ,którą pacjent powtarza przez miesiąc.Po miesiącu następuje kontrola wagi i można ułożyć następny tydzień z nową kalorycznością oraz potrawami.Niektórzy pacjenci chcą przez miesiąc mieć 14 dni do wyboru.Pozdrawiam Monika Kowalik",Medyczne-diagnoza,41
"Witam serdecznie,Standardowo 7 dni, ale może być też na dłuższy okres. Dodatkowo daję zawsze listę przepisów, którymi można wymieniać te w diecie, gdyby chciało się coś innego w następnych tygodniach.PozdrawiamEwa Zawidzka",Medyczne-diagnoza,34
"U mnie dietę indywidualną można zamówić max na 4 tyg, bo po tym czasie musi być kontrola efektów odchudzania. Najbardziej sprawdzają się diety indywidualne 1-2 tygodniowe, które oczywiście można powtarzać + diety wzorcowe, które są idealną ściągą do diet indywidualnych. Pozdrawiam",Medyczne-diagnoza,41
"Dzień dobry,  a co dokładnie kryje się pod planem dietetycznym w tym pytaniu?Moim celem, jest wypracowanie w raz z pacjentem swobodnego planu żywieniowego na całe życie, aby zmiana była trwała.",Medyczne-diagnoza,31
"Witam. Warto udać się z tym problemem do psychologa, który pracuje z uzależnieniami, a przy okazji poszukać dla siebie (nawet w internecie) technik relaksacji i próbować codziennie praktykować. Powodzenia!",Medyczne-diagnoza,29
"Dzień Dobry Pan/iProszę już nie czekać i sięgnąć po potrzebną pomoc do Poradni Leczenia Osób Uzależnionych/Współuzależnionych, bo w Pana/i historii osobistej (domniemam) są doświadczenia, które wymagałyby solidnego zajęcia się nimi, by poprawić swoja kondycję zdrowotną.Z przesłaniem Tego, Co jest najbardziej teraz potrzebne...",Medyczne-diagnoza,44
Zwykle problem jest bardziej złożony i wymaga szczegółowego wywiadu żywieniowo-zdrowotnego. Warto zweryfikować swój dotychczasowy sposób żywieniowy z doświadczonym dietetykiem. Czasem popatrzenie na zagadnienie z innej perspektywy bardzo pomaga i przynosi przełom w diagnozowaniu.,Medyczne-diagnoza,33
Witam. Czy stosuje Pani również probiotyki? Nie wiele lekarzy wie że przy stosowaniu ipp należy również przyjmować probiotyki. Prawdopodbnie dlatego tel lek Pani nie pomaga. Pozdrawiam.,Medyczne-diagnoza,26
"Moim problemem jest zespół jelita drażliwego o typie zaparciowym. Ćwiczę intensywnie, a obwody idą w górę. Zapewne to powód tego, że mało jem ze względu strachu przed bólem w związku z tym schorzeniem. Chciałabym zapytać, czy jest realna szansa na ułożenie ciekawej diety z wykluczeniem szkodliwych produktów, a przy tym nie lubię za bardzo mięsa.",Medyczne-diagnoza,55
"Jest taka możliwość, w szczególności, jeśli przez pewien czas poprowadzi się dziennik spożywanych produktów, wraz z obserwacjami samopoczucia. To ułatwi ułożenie planu żywieniowego.pozdrawiam serdecznie,Marta Piekut",Medyczne-diagnoza,27
"Oczywiście, że tak-przy każdej jednostce chorobowej i preferencjach żywieniowych, jest taka możliwość. Co więcej, można także skorzystać z usług cateringu idealnego, który prowadzę osobiście - przygotujemy zestawy pod indywidualne zamówienie mające na celu w tym przypadku m.in. wyregulować i uspokoić jelita. Zachęca do kontaktu bezpośredniego",Medyczne-diagnoza,45
"Oczywiście, że tak. Jednak należy pamiętać w takich przypadkach, że to bywa żmudna praca z Dietetykiem. Masa rozmów, dyskusji. Uczciwe obserwowanie siebie i przekazywanie informacji Dietetykowi. Ma to na celu nie tylko osiągnąć cel, jakim by był wzrost obwodow, ale przede wszystkim umożliwienie Pacjentowi pracy nad sobą bez obecnosci Specjalisty.",Medyczne-diagnoza,50
"Witam, najlepiej udać się do gabinetu i poprosic o pomoc specjalisty, który m.in. Poświęci czas na edukację żywieniową, aby w prosty sposób radzić sobie z takimi zagadnieniami na cudzien. Bez podst. Wiedzy z tej dziedziny odradzamKorzystanie z programowym, aplikacji na tel,",Medyczne-diagnoza,42
"Takie wątpliwości najlepiej skonsultować z dietetykiem. Będzie wówczas pewność, że niczego nie pominiemy. Dietetyk w rzetelny i profesjonalny sposób wszystko wytłumaczy i odpowie na nurtujące pytania. Zapraszam na konsultację",Medyczne-diagnoza,29
"Proszę zwrócić uwagę, iż w odżywianiu nie zawsze makro i mikro oraz kalorie są najważniejsze. Proszę udać się do specjalisty, który w odpowiedni sposób przedstawi zasady odżywiania organizmu. Pozdrawiam. Anna Sochacka.",Medyczne-diagnoza,31
"Dzień dobry. Tak, konsultacja dietetyczna i indywidualny jadłospis zawsze na pierwszym miejscu. Ale czasem żeby zacząć lub sprawdzić czy uda się zmierzyć z dietą można się posłużyć aplikacjami Fitatu lub Kaloriopedią lub innymi. Jest wiele pomocnych narzędzi do samodzielnego kontrolowania żywienia.",Medyczne-diagnoza,41
"Dzień dobry, najwygodniej i najłatwiej udać się do dietetyka, który zrobi to przy użyciu najlepszych narzędzi. Ilości spisane w dzienniku żywienia można również policzyć przy uzyciu internetowych kalkulatorów (jednak baza danych może nie być wiarygodna). Otrzymane wartości można wtedy porównać do najnowszych ""Norm Żywienia populacji Polski"" z 2017 roku wydanych przez IŻŻ. Będzie to jednak długa i żmudna praca dla osoby nieposiadającej odpowiedniej wiedzy i narzędzi.Pozdrawiam, A.Walus",Medyczne-diagnoza,68
"Witam, mam bardzo nietypowe i krępujące pytanie :-) Nie wiem czy się dowiem ale.... spróbuję :-)Ile Kcal traci się podczas wytrysku nasienia / orgazmu?Facet 30 lat :-)",Medyczne-diagnoza,29
"... to zależnie jakie ma Pan tętno i masę ciała teoretycznie można by to wyliczyć zależny ze wysiłek na poziomie 4MET (równoważniki metaboliczne, 4 to już taki dość intensywny tętno pewnie wysokie ale małe zaangażowanie wszystkich mięśni) x 90kg to na godzinę to godzina wytrysku to ok 360kcal, to na minutę ok 6kcal, wiec realnie ok 2kcal... dodatkowo ????",Medyczne-diagnoza,59
Biorę tabletki antykoncepcyjne Vibin chce zacząć brać tabletki USA LABS CUTTING EDGE. Czy mogę łączyć te tabletki razem? Czy nie zmienia działania poprzez zmieszanie ich ? Czy tabletki USA labs cutting edge będą działać ?,Medyczne-diagnoza,35
"Szanowna Pani,proszę skontaktować się ze swoim lekarzem ginekologiem, który zadecyduje o tym, czy tabletki można łączyć. Na ulotce USA LABS CUTTING EDGE również widnieje informacja o tym, aby skonsultować się ze specjalistą w przypadku przyjmowania innych leków (specjalistą w tym przypadku będzie, jak już wyżej wspomniałam, ginekolog, który nadzoruje Pani przyjmowanie leków antykoncepcyjnych).Z poważaniem,AŁB",Medyczne-diagnoza,57
"witam, ja nie stosowałem nigdy siemienia do tego celu ale moja babcia tak, i pamiętam, że przygotowywała napar raz na kilka dni więc podejrzewam, że w celach osłonowych działa pod warunkiem, że będzie galaretowatej konsystencji",Medyczne-diagnoza,35
"Dzień dobry. Przede wszystkim uważam że 1600kcal to jest za mało. Racjonalna redukcja polega na wyliczeniu CPM czyli całkowita przemiana materii i od tego odjąć ok 300kcal. Poza tym proponuję wykonać odpowiednią diagnostyka glukoza i insulina na czczo, panel tarczycy TSH, FT3 i FT4 oraz przeciwciała Anty TPO i anty TG. Pozdrawiam serdecznie Monika Nocuń",Medyczne-diagnoza,55
