text,label
"Wykryto pierwszy przypadek zakażenia wirusem Covid_19 na fermach norek w Polsce. Wprowadzenie całkowitego zakazu hodowli zwierząt na futro to już nie tylko kwestia dobrostanu zwierząt, to kwestia ochrony zdrowia publicznego.  SARS_CoV_2  ",Medyczne
"„Lo Boier” to tajemnicza pieśń pozostawiona nam przez gnostyckich katarów, którzy zostali zabici i zniesławieni przez mocarstwa religijne w XIII / XIV wieku. Jest wysoce symboliczna i zawiera ukryte przesłanie dla poszukiwaczy duchowych.  ",Niemedyczny
"Wczoraj jedna z pracownic gdyńskiego szpitala udostępniła zdjęcia piorunów naklejonych na drzwiach gabinetów lekarskich. Poniżej jedna z odpowiedzi na wysłane przez nas maile.  Coś czuje, że dziewczyna, która odważnie podjęła temat, nie będzie miała tam życia...",Niemedyczny
W trakcie tych 10 dni udało się zarejestrować ponad 5 000 nowych potencjalnych Dawców szpiku w ramach akcji 10za10. Ale to nie koniec. Akcja będzie trwać dalej - cel to 10 000! Walczmy razem dalej o życie Pacjentów z nowotworami krwi.   ,Medyczne
"Rekordy zakażeń, rekordy upadków konsumenckich. Brak respiratorów i umierający ludzie pod szpitalami. Protest? Z jednej strony techno-imprezy na ulicy w pandemii, a z drugiej obrona kościołów. Każdy w swojej bańce, a kraj się rozpada... dyskusji i pomysłów brak.",Medyczne
"Wow dodzwoniłam się do lekarza, byłam na linii 45 minut. Okazało się, że tylko jeden lekarz jest na całą przychodnię bo wszyscy są na KWARANTANNIE. Śmiech na sali normalnie ale grunt, że mam L4 do końca tygodnia, bo czuję się tak fatalnie, że ledwo kontaktuję...",Medyczne
"Od prawie tygodnia prawie nic nie czuje, jedynie kawę i aceton (XD). Smak normalnie mam, gorączki też nie mam, żadnych innych objawów. Tydzień temu bolały mnie zatoki i obstawiałam, że to przez nie, ale teraz coraz bardziej się cykam że to jednak koronawirus....",Medyczne-diagnoza
- Dowodów na skuteczność leczenia osoczem jest więcej niż kiedykolwiek przedtem. Zamierzamy też wykorzystać produkowany przez Biomed lek na COVID19  do profilaktyki - podkreślił senator  z . koronawiruspolska     ,Medyczne
"Jesteś ozdrowieńcem?  W Twoich żyłach płynie lek!   oddajosocze. Regionalne Centrum Krwiodawstwa i Krwiolecznictwa w Zielonej Górze zachęca do oddawania osocza.  Zielona Góra     Telefon czynny pon. - pt. , od godz. 8:00 do 14:00.",Medyczne
"Przytul mnie i powiedz, że żadne z nas nigdy nie odpuści.... *Bo takie uczucie jakie nas łączyło, przenika człowieka do szpiku kości. Taka miłość może mieć remisję, lecz zawsze czeka na powrót. Jak najsłodszy rak świata.*.... eMyslNoca  ",Niemedyczny
"Decyzje o przyznaniu prawa do organizacji mistrzostw świata Rosji i Katarowi – i następujące po nich oskarżenia o korupcję – to tylko część licznych kontrowersji, z jakimi mierzy się współczesny futbol. W piłce klubowej nie jest lepiej.  ",Niemedyczny
"Dr Michał Sutkowski, prezes Warszawskich Lekarzy Rodzinnych, w PR24 o szczepionce na koronawirusa: skuteczność szczepionki na poziomie 90 proc. to są ogromne wartości. Wszystko będzie się jednak rozbijało o szczegóły. Byłbym ostrożny jeżeli chodzi o te liczby.",Medyczne
"Tu jesteśmy z korona wirusem. Tylko 50 tys,. mniej zidentyfikowanych niż w Niemczech. A tam mieszka 2 razy więcej ludzi i robią 3-6 razy więcej testów ( zależy od tygodnia) A to oznacza, że jest źle. Jeszcze gorzej że śmiertelnością :-(  ",Medyczne
"- Wciąż powielane są mity i nieporozumienia dotyczące pandemii - zauważa wirusolog molekularny z Gdańska dr Alicja Chmielewska. I zapewnia, że maseczki nas chronią, testy genetyczne są wiarygodne, a COVID-19 nie jest tylko ""nową grypą"".  ",Medyczne
Na sesji nadzwyczajnej Sejmiku DolnyŚląsk dowiedzieliśmy się od Zarządu Województwa jakie kwoty przekazano szpitalom na walkę z pandemią. Na zdjęciu   jeden z projektów. Tak! To środki z Unii Europejskiej   Nie da się ukryć...  ,Niemedyczny
"Dziś urodziny autora „Kariery Nikodema Dyzmy” i „Znachora” - Tadeusza Dołęgi-Mostowicza. To jeden z najpoczytniejszych pisarzy międzywojnia, któremu udała się nie lada sztuka: ożenił humor z wnikliwą krytyką karierowiczów. niepodległa  ",Niemedyczny
"Białoruś czeka nowa seria protestów i strajki - w związku z ultimatum.  Ambasada Stanów Zjednoczonych w Mińsku wezwała Amerykanów przebywających na Białorusi, aby zrobili trzydniowe zapasy wody, żywności, lekarstw i pieniędzy w gotówce  ",Niemedyczny
"Ale nie negujcie wirusa i choroby ======================== Lekarzu nie negujcie chorób serca, chorób onkologicznych i innych niebezpiecznych chorób i przestańcie już reklamować jedną wirusową chorobę co wam WHO i Rząd Morawieckiego kazali bo zamordujecie Polskę",Medyczne
"mam duszności, strasznie mnie poddusza i dosłownie czuje, ze mam coś w płucach i tak strasznie mnie bolą przy niemal każdym ruchu, już nie mówiąc o kaszlu. mama mówi, ze wyglądam tak strasznie na twarzy, ze mam iść prosto do łóżka (a muszę się jeszcze uczyć xd)",Medyczne-diagnoza
" przedstawia wyniki finansowe za I półrocze 2020 r. i zapewnia, że prace nad lekiem opartym na osoczu ozdrowieńców idą zgodnie z planem.   polskileknaCOVID19 I koronawirus I koronawiruswpolsce I SARS_CoV_2 I Covid_19    ",Medyczne
"Dla zbanowanych: Doktor Grzesiowski wraz z innymi lekarzami z pierwszej linii frontu właśnie doszedł do wniosku, że trzeba zmienić strategię i jednak leczyć od razu tych co zachorują, a nie zostawiać ich bez pomocy aż się wdadzą powikłania. Nobel kurwa jak nic.",Medyczne
"Opozycjo co robisz? Czekasz jak znowu kłamliwy Mateusz coś tam wprowadzi przeciwko wirusowi a on jeszcze bardziej się rozzuchwali. Kto jeszcze wierzy rządowi? Weźcie sprawę w swoje ręce i stwórzcie rząd do walki z COVID-19, np Tymczasowy Rząd Walki z SARS-CoV-2",Niemedyczny
"Magnez jest minerałem, bez którego ciało nie może działać prawidłowo już na poziomie komórkowym. Jest potrzebny kościom i mięśniom, a także układowi nerwowemu. Jednym słowem: magnezuj się. Ferdek Kiepski się tylko magnesował:) zdrowie   ",Medyczne
"Motto z dzisiejszego czytania: ""Nie jesteście już obcymi i przychodniami, ale jesteście współobywatelami świętych i domownikami Boga, zbudowani na fundamencie apostołów i proroków, gdzie kamieniem węgielnym jest sam Chrystus Jezus"" Ef 2  ",Niemedyczny
"•wątroba •drogi żółciowe •rozciągnięcie ściany pustego narządu •rozciągnięcie torebki narządu trzewnego spowodowane przez nowotwór lub krwotok •pociąganie krezki lub otrzewnej •niedokrwienie wywołane przez uraz, zakrzepicę, skurcze mięśni gładkich lub zapalenie",Medyczne
"Znachorzy, gusła, zabobony wracaja a ich nosiciele i głosiciele, jeszcze jako katecheci wychowawcami zostaną a jak się pedofil trafi, to jak mówi jeden biskup, dziecko za jego pośrednictwem z Bogiem obcować będzie. Ku chwale Pana. Amen.  ",Niemedyczny
"W słoneczne dni uważniej przyglądamy się znamionom i bardziej przejmujemy skórnymi nowotworami. Masz wątpliwości? Odwiedź dermatologa, zwłaszcza jeśli zmiana na twojej skórze ma jedną z pięciu ważnych cech. czerniak zdrowie nowotwór   ",Medyczne
pielegniarka szkolna we wrzesniu 1 klasie kazala nam zrobic bilans ale cala klasa miala wywalone i byla cisza z tym i nagle się jej teraz przypomnialo w listopadzie 2 klasy ze mamy oddac bilans w srodku pandemii kiedy trudniej sie jest dostac do przychodni XDDD,Niemedyczny
"No to zaraz ruszy wredna propaganda, że lekarze są na pasku koncernów farmaceutycznych. Choć z drugiej strony można puścić argument, że pozostali nie bez własnego interesu, wspierają znachorów i ciemnogród....  i tak dalej itepe. Dopisuję się do grupy w pkt. 2)",Niemedyczny
"ciocia nam opowiadała że mama jej się w dwóch snach już pojawiła :((( mi mama się raz pojawiła i to w noc po śmierci od razu, tylko to był zły sen, bo śniło mi się że mama wyszla ze szpitala i wróciła do domu, a jak się obudziłam to tak mnie zabolała prawda ugh",Niemedyczny
"W UK przy pierwszej fali epidemii wyszła przed kamery jakaś lekarka powiedziała, nie mam tego, tego i tamtego, afera. Rząd szybko zareagował.  robi ""urodziny Hitlera"" w pięcio-gwiazdkowym hotelu z anonimowym lekarzem, a głupki z opozycji biją brawo.",Niemedyczny
"Dr Mike Yeadon, były wiceprezes i główny naukowiec Pfizer ds alergii i chorób układu oddechowego mówi ""Nie potrzeba szczepionek"" dążenie do stworzenia uniwersalnej szczepionki ma ""zapach zła i będę mu się energicznie przeciwstawiał"".   ",Medyczne
"Inne osoby obchodzące dzisiaj urodziny to ( .): * Henryk Hoser (polski arcybiskup katolicki, misjonarz, lekarz medycyny, ur. 1942) * Mariusz Sordyl (polski siatkarz, ur. 1969) * Jerzy Pichelski (polski aktor teatralny, filmowy, ur. 1903)",Niemedyczny
typ na przystanku spytał mnie co za bliznę mam na nodze (potężna po szwie z tyłu nogi na jakieś 20 cm). to mu mówię że to po nowotworze a on sory że pytam ale mam powody i POKAZUJE MI TAKI KURWA SZEW BIEGANACY OD SAMEJ DLONI AŻ DO KONCA RAMIENIA PRAWIE WTF MAN,Medyczne-diagnoza
"Koszty tej zabawy (brak wyborów tradycyjnych 10.05 WyboryPrezydenckie, rozpoczęcie przygotowań do niewypału wyborów korespondencyjnych w tymże terminie) to już koszt tożsamy z kosztem bzdurnego referendum zarządzego w gorączce wyborczej przez Komorowski. 1/2",Niemedyczny
"1 września : 550 zakażeń 10 październik : 5300 zakażeń  Zapraszam serdecznie Ministerstwo Edukacji Narodowej do pierwszej lepszej szkoły, połowa dzieci nie stosuje sie do zalezeń. Biegają bez maseczek z katarem i kaszlem.  protestuczniowski uczniowskiprotest",Medyczne
Dzisiaj po raz pierwszy od ponad dwóch miesięcy dostałam dobra wiadomość na temat stanu zdrowia osoby która leży na oddziale kardiologii w jednym z bydgoskich szpitali. Jest to naprawdę świetny szpital z świetnym zespołem. Nie wszystkie polskie szpitale są zle,Medyczne
"Immunoglobulina produkowana z osocza ozdrowieńców po SARS_CoV_2 wchodzi w fazę testów klinicznych. Pozytywny wynik będzie oznaczał, że lek będą mogli stosować polscy pacjenci. Rozmowa z Marcinem Pirógiem, prezesem firmy .  ",Medyczne
"Według  WHO około 10 procent światowej populacji mogło być zarażonych tym wirusem. Przy zaledwie 1 061 539 zgonów przypisanych wirusowi, oznacza to, że śmiertelność z powodu infekcji wynosi około 0,14%, co jest zgodne z grypą sezonową.  ",Medyczne
"Dzisiaj rano czułem się kiepsko i miałem jeden z objawów koronawirus. Zapisałem się na darmowy test (bez potrzeby kontaktu z lekarzem), godzinę potem test wykonany a przed chwilą wynik. Negatywny. Wszystko w ciągu 12 godzin. Tak wygląda testowanie w Szkocji ",Medyczne-diagnoza
"Bohaterowie walczyli i ginęli aby Polacy 500+ mogli pojechać nad polskie morze w 2018r. Bracie,  Siostro,  spłać dług Ojczyźnie i kościom Powstańców,  w życiu codziennym bohaterską postawą,   zmagaj się równie nieugięcie o prawo do niezadeptanego życia Narodu.",Niemedyczny
"Jak rozpoznać, czy masz bezobjawowy zajob. TV śniadaniowa   Prowadząca - Jak można rozpoznać, że bezobjawowo przechodzimy covida?   Ekspert - Normalna temperatura czyli ok. 36.6, brak kaszlu, brak kataru, zwyczajne samopoczucie.   ",Medyczne
"Mind Booster – nootropik, czyli preparat opracowany dla wsparcia Twojego umysłu. Aktywne składniki poprawiają krążenie krwi w mózgu, dzięki czemu pracuje wydajniej. Chronią komórki mózgu przed niszczącym wpływem wolnych rodników.    ",Medyczne
Rację mieli ci proponujący opóźnić rozpoczęcie szkoły o miesiąc. Nie jest tajemnicą że szkoła to najlepszy inkubator wszelkiej maści wirusów grypo podobnych i rządowi wirusolodzy powinni to uwzględnić przy covid-19   wieszwiecej  ,Medyczne
"Ciekaw jestem, czy odejście p. Pinkasa ze stanowiska szefa GIS, w ""rzeczywistości niemedialnej"" ma jednak jakiś związek z jego fatalną, niefrasobliwą wypowiedzią o zamiarze ""wygenerowania zapotrzebowania emocjonalnego"" Polaków na szczepionkę przeciwko COVID19",Niemedyczny
falszywa pandemia ma na celu zaszczepienie ludzi szczepionka z czipami/depopulacje Ziemi/ umozliwienie zarobienia ogromnych pieniedzy Gatesowi i korporacjom Szczepionka powstala za szybko! Szczepionka mRNA powoduje zmiany genetyczne u czlowieka! Poddaje sie...,Medyczne
" Chciałam przemówić do tych młodych ludzi, którzy tak mnie wzruszają od kilku dni, którzy rozpalają moje serce. Sama na ulicach jestem od prawie pięciu lat z przerwą na leczenie nowotworu złośliwego. I to właśnie chciałam im powiedzieć.",Medyczne
"Kompletny absurd. Pacjent z nowotworem leczy się medyczną marihuaną. Dostał wyrok 2,5 roku więzienia za nielegalne posiadanie tej marihuany (na użytek prywatny, w celach tylko medycznych). W więzieniu będzie leczony medyczną marihuaną   ",Medyczne-diagnoza
"Rynki akcji rozdarte między optymizmem dotyczącym szczepionek przeciwko COVID-19, a zniechęceniem do danych makro. O czym mowa? Sprawdź tutaj:   Forex COVID__19 *77% rachunków detalicznych CFD odnotowuje straty  ",Niemedyczny
"Powoli wraca mi wzrok w zalanych krwią oczach. Po epickim meczu, godnym boskiej taktyki Wuja Jura, potężna Pogoń Szczecin pokonała w karniakach Wisłę Płock i w lutym spotka się w kolejnej rundzie z Lechią Gdańsk.   trzymajcie się tam jakoś.",Niejednoznaczny
"""Nie ma koronawirus-a na fermach norki w Polsce""   ""Wyniki badań, o których informowały media nt. możliwości wystąpienia pierwszego zakażenia na fermie norek w Polsce (...) nie potwierdziły obecności wirusa SARS-CoV-2 u tego gatunku""  ",Medyczne
"Pan Przemysław bez nazwiska jest co najmniej śmieszny. Kwota o której mowa jeszcze śmieszniejsza, a płatność za poradę : raczej pan Przemysław wiedział za jaką kwotę pan Grodzki udziela porad czy konsultacji. Znachorzy biorą ile łaska ale min: ???? jak księża.",Niemedyczny
"Myślę, że zostanie uruchomiona niezła akcja PR. W mediach tzw. eksperci będą non stop mówili o poważnych zagrożeniach, jakie niesie HO i o lekarstwie w postaci open space i codziennego zapierdalania do fabryki, bo przecież Internet istnieje wyłącznie w biurze.",Niemedyczny
"W trakcie czynności dokonywanych przez policję, znaleziona została taksówka, w której były ślady krwi oraz rzeczy należące do zabitych kobiet. Nigdy nie ujawniono jednak wyników próbek krwi. Bliscy twierdzą, że nie sprawdzono odcisków palców i nie podjęto prób",Niejednoznaczny
 Witam zwracamy się z prośbą o wsparcie i udostępnianie dzięki ludziom o wielkim sercu i wrażliwym na ludzkie cierpienie przygotujemy paczki z żywnością i lekarstwami dla dzieci w syrii dzięki wsparciu dostaną ciepły posiłek   ,Niemedyczny
"Innocenta Dźwierzyńska: Co bym robiła w życiu, gdyby na mojej drodze nie stanął guz mózgu? Nie wiem i wolę nie wiedzieć. Guz mózgu sporo zmienia. Ja zmieniłam życie i stworzyłam Mednavi, które poprawia jakość życia ludzi z nowotworami.  ",Medyczne
"- Podchodzimy ostrożnie do prób leczenia Covid-19 w USA osoczem krwi osób wyleczonych z tej choroby, dowody na skuteczność takiej terapii są nikłe - powiedziała główna doradczyni naukowa Światowej Organizacji Zdrowia Soumya Swaminathan  ",Medyczne
"..Dzień dobry..7:38...witam serdecznie już wstałem,noc spokojna,pani domu już w ""ruchu"" syn jeszcze śpi, AKITA schowana u niego, ja już po lekarstwach idę robić kawę, za oknem pogoda słoneczna myślę ze po obiedzie wyskoczę na rybki a teraz miłego dnia kochani.",Niemedyczny
"w moim mieście był mapping 3d+, nie powiedzieli wcześniej o jakiej tematyce i dopiero na pokazie okazało się, ze jest on o cytologii, żeby uświadomić ludzi o nowotworze - faceci z mojego miasta to takie wiesniaki, idą i śmieją się z badania hehe zabawne w chuj",Medyczne
"Czy umie mi ktoś wytłumaczyć dlaczego młody człowiek chory na ostrą białaczkę limfoblastyczną nie chce leczyć się szpitalu, tylko korzysta z usług znachorów. Dlaczego takie praktyki nie są zakazane? Dlaczego ludzie wierzą w te bzdury i płacą ciężkie pieniądze?",Medyczne
Rada dzielnicy  walczy z nierównym traktowaniem Szpitala Wolskiego względem SzpitalaNarodowy. Ok. 30 pacjentów w lekkim stanie na Narodowym vs. przepełniony szpital na Kasprzaka. Radni zadają zrównania stawek dla szpitali.  ,Niemedyczny
18 mln zł trafi z  do Uniwersyteckiego Szpitala Klinicznego w Białystok na wyposażenie dwóch szpitali tymczasowych dla pacjentów zakażonych koronawirus.em - poinformował w czwartek (26.11) szpital USK.  podlaskie zdrowie  ,Niemedyczny
"wczoraj spedzilam pol dnia w komunikacji (pod)miejskiej tylko po to zeby dostac sie na laboratoria, usiedliśmy, wszedł prowadzący i przywitał całe 9 osob najbardziej przerażającym kaszlem jaki dotychczas słyszałam taki byl nasz wyglad  ",Medyczne
"PMM: Rozumiem zdziwienie niektórych z państwa, że mamy deficyt w ryzach, że dług publiczny jest na poziomie znacząco niższym niż średnia UE. Jednocześnie mamy środki na finansowanie wsparcia miejsc pracy, również szpitali rezerwowych   ",Niemedyczny
"Ja pierdole to co robi rząd z szpitalami i jak traktuje ludzi chorych poważnie, a nie jakieś covidy to jest żart. Kobieta tu płaczę, że nie ma już miejsca na rehabilitację, wyrzucają ich jak śmieci i mają sobie radzić sami, a rząd ma to w dupie.... skurwysyny",Niemedyczny
Rak piersi wcześnie wykryty jest uleczalny w ponad 90%... Dlatego  wraz z Fundacją Piłka jest Piękna zaprasza całe społeczeństwo do pokazania rakowi piersi RozowaKartkaZycia! Więcej o akcji     ,Medyczne
"Rak piersi wcześnie wykryty jest uleczalny w ponad 90%... Dlatego Fortuna 1 Liga wraz z Fundacją Piłka jest Piękna zaprasza całe społeczeństwo do pokazania rakowi piersi Różowej Kartki Życia, każdego 1 Października. RozowaKartkaZycia  ",Medyczne
"DZIEŃ DOBRY..8:11,kochani za oknem słonce szykuje się piękna niedziela,a wiec kochani czas wstawać,AKITA wróciła z porannego spaceru,panie domu jeszcze śpią,ja już po śniadaniu i lekarstwach,czas na mała kawę i życzenia dla was,kochani miłego spokojnego dnia.",Niemedyczny
"Najśmieszniejsze jest to, że politycy którzy nie mają pojęcia o wirusach dziś kształtują naszą rzeczywistość mówiąc jak mamy z nimi walczyć. Taka jest prawda, że żaden szanujący się wirusolog nigdy by nie zalecił noszenia maseczek,czy izolacji zdrowych ludzi.",Medyczne
"To nieprawda, że Kamilok zawsze broni PiS przed lekarzami, pielęgniarkami, nauczycielami, sędziami, aktorami, urzędnikami, artystami, górnikami, muzealnikami, rolnikami, czy kobietami, bo przecież trzy lata temu bronił wyrzucenia Ziemowita z TVP! Obiektywnie",Niemedyczny
"W związku z pandemią koronawirus, szczepionka przeciwko grypie cieszy się w tym roku wyjątkową popularnością. W polskich przychodniach i aptekach brakuje niestety preparatów, a sezon chorobowy dopiero się zaczyna.     ",Medyczne
"Czyli części osób nie zbadamy, nie zdiagnozujemy, nie wykryjemy nowotworów, guzów i innych zagrożeń dla życia w przyszłości, bo się przez pół roku nie ogarnęliśmy i jesień nas wzięła z zaskoczenia niczym śnieg drogowców... PATOLOGIA   ",Medyczne
"Jestem już dawca. Oddałam szpik choremu dziecku. Ty też możesz pomóc ZarejestrujSie ZostanDawca ToProste DKMS . Możesz komuś uratować życie, dając szansę na przeszczep. Trzeba tylko być w bazie, a gdy zajdzie potrzeba nie wahać się, tylko oddać!",Medyczne-diagnoza
"76% pracowników służby zdrowia wahających się przed szczepieniami podało „przyspieszony rozwój szczepionek” jako główny powód swoich obaw. Zazwyczaj opracowanie szczepionki trwa 8 -10 lat, dr Erbelding w CNN       ",Medyczne
"Ta tak zwana pandemia COVID-19 jest pandemią testów PCR, wiemy, że tak stwierdziła WHO, za profesorem Johannidesem, o stopniu niebezpieczeństwa C wirusa. Jest to mniej więcej odpowiednik grypy z 0,14% wskaźnikiem śmiertelności i nie ma bezobjawowych infekcji,",Medyczne
"Jest szczepionka na covid. Ale koncerny farmaceutyczne mają na nią patenty, windują ceny i ograniczają podaż. Za kilka dni rządy zagłosują nad zawieszeniem patentów, aby cały świat miał do nich dostęp. Dopilnujmy, aby tak się stało!  ",Medyczne
"Tak prezentuje się obwoluta pięćdziesiątej piątej Jednotomówki Waneko - Children. Nibylandia spłynęła krwią... Premiera tej mangi już 17 grudnia, przedpłaty możecie zamawiać tutaj:   Co sądzicie o tej obwolucie?  ",Niemedyczny
"Ich mężowie, żony, narzeczeni są lekarzami. Rodzinne życie dostosowali do szpitalnego grafiku. Niby to dla nich nie nowość, ale okazało się, że podczas pandemii jest najtrudniej.  Polecamy tekst  w strefie PREMIUM :   ",Niemedyczny
"Zgadzam się z Panem Panie Doktorze w 100%. Izolacja i zajmowanie się tylko wirusem spowodowała, że tylko w moim powiecie bieszczadzkim w X2020 roku zmarło o 360% więcej ludzi niż w analogicznym miesiącu 2019r. Na naszych oczach dochodzi do narodowego dramatu.",Medyczne
"„Nie ma lekarstwa mocniejszego, skuteczniejszego, doskonalszego dla naszych ran we wszystkich sprawach ziemskich, jak mieć kogoś, kto cierpi z nami w każdym nieszczęściu i cieszy się w powodzeniu.”   Miłego dnia życzę Dzień dobry  ",Medyczne
"Zawarliśmy porozumienie z Wojewódzkim Szpitalem Zespolonym w Płocku, który zostanie pracodawcą dla kadry medycznej w szpitalu tymczasowym.  zaangażował się w jej pozyskanie. Dzięki tej współpracy zapewnimy profesjonalną i kompleksową pomoc pacjentom",Niemedyczny
"Müller: Chcemy przedstawić w najbliższym czasie informację na temat dodatkowych zachęt do tego, aby osoby, które są ozdrowieńcami, dzieliły się osoczem. Premier w tej sprawie na pewno zabierze głos, być może dzisiaj  300POLITYKALIVE   ",Medyczne
"Zarząd Województwa Lubuskiego przekazał Jednoimiennemu Szpitalowi Zakaźnemu w Gorzowie Wlkp. ponad 11 tysięcy maseczek ochronnych, rękawiczki, kombinezony i inne środki ochrony osobistej  koronawiruslubuskie     ",Niemedyczny
Kolejny filmik ze szpitala z Nowego Targu gdzie czerwona strefa była od samego początku !!! Ludzie umierają w domach a dyspozytorka pierdoli że nie mają karetek a one stoją pod szpitalem jak gdyby nigdy nic !!! Na SOR drzwi zamknięte   ,Medyczne
"Gadzinówki: Google, Facebook i Twitter zakazali kolportacji przesłania amerykańskich lekarzy, którzy poinformowali wczoraj w Waszyngtonie D.C. o lekarstwie na COVID, którym jest Hydroksychlorochina, w połączeniu z cynkiem i Zithromax.  ",Medyczne
"Około 60 pacjentów chorujących na koronawirusa, przebywających w szpitalu w Kędzierzynie-Koźlu już zostało poddanych terapii osoczem ozdrowieńców. Do jego oddawania zachęcał sam dyrektor placówki, który przeszedł zakażenie COVID-19.   ",Medyczne
"Czy powstała już inicjatywa ogólnopolskiego składania gratulacji doktorowi Dudzie z okazji ponownego objęcia przez pana Kurskiego stanowiska prezesa TVP po usunięciu go z tego stanowiska na żądanie doktora Dudy 4 miesiące temu?  Jeśli nie, to najwyższa pora.",Niemedyczny
"Widziałem na lewicy sporo dyskusji o tym, że szczepionka będzie dostępna tylko dla 10% ludzkości ze względu na cenę. Możliwe, że to 10% to i tak optymistyczne patrząc na dostępność zamrażarek -94C choćby w przychodniach w zdezurbanizowanych rejonach Francji.",Niemedyczny
"To prawda np. w Kielcach nie robią chorym, z ewidentnymi objawami testów. Moja kuzynka tak miała. A szczepionki przeciwko grypie tylko po 65 r. życia i tylko chorym. Moja kuzynka jest zbyt zdrowa! Tak powiedział lekarz POZ w Zgórsku pod Kielcami!!!",Medyczne-diagnoza
"Apel o oddawanie osocza. ""Osoby, które przechorowały koronawirusa, mają w osoczu przeciwciała, które mogą pomóc chorym wyzdrowieć. Jeden dawca z wysokim mianem przeciwciał mógłby oddać osocze, które wystarczyłoby do pomocy dla 9 pacjentów lub więcej"". TVN24",Medyczne
W tym kraju nie da się spokojnie chorować. Leżę w łóżku a co chwila jak nie policja to sanepid to szpital dzwoni. W dodatku każą instalować jakies aplikacje pokickalam wszystko nie da się odkręcić musiałam wyjaśniać na infolini wszystko składać oświadczenie.,Niemedyczny
"Po to chrzest niemowlęcia, żeby zanurzyć je w Duchu św.,  żeby wszczepić duszę dzieciątka w Łaskę Bożą. Taki parasol ochronny przed złem duchowym. Ciało szczepi się przeciwko bakteriom, wirusom a duszy dziecka potrzebna jest ""szczepionka"" przed złem szatana.",Niemedyczny
"Patomorfologia to dziedzina medycyny zajmująca się ocenianiem komórek, tkanek i narządów. Jest kluczowa w diagnozowaniu chociażby nowotworów. Z raportu NIK wyłania się przerażający obraz!  Brakuje lekarzy, sprzętu, pieniędzy... A, czym zajmuje się rząd? Dno!",Medyczne
"Łukaszenka po raz pierwszy odwiedził szpital, gdzie leczą chorych na COVID19  Jest to ewidentna, ale wyraźnie spóźniona próba ocieplenia wizerunku.  Trzeba było to robić wiosną, wtedy dziś była by inna sytuacja białoruś łukaszenka  ",Niemedyczny
"Wszystkich zachęcam do oddawania osocza, bo badania nad nim trwają, a by można było je prowadzić, trzeba mieć co podawać. Dlatego warto je oddać. Niemniej warto wiedzieć, że to potencjalna opcja, a nie już skuteczny lek.  Także oddawajcie osocze. Krew też ;)",Medyczne
"Mam pytanie do ekspertów od zgód i relacji kibicowskich. Przez 2 kolejki muszę kibicować Rakowi, żeby Ruch nie stracił szansy, może to oznaczać ich awans. Potem trzeba trzymać kciuki za gie... 2 mecze z rzędu co również... może lepiej było przegrać wczoraj ",Niemedyczny
"Jestem bardzo rozżalony, że media starają się kształtować politykę zdrowotną państwa i podają nieprawdę, jeśli chodzi o działalność szpitala - podkreśla szef szpitala tymczasowego na Stadionie Narodowym Artur Zaczyński    ",Medyczne
"ŚwięteSłowa «Godzien jesteś wziąć księgę i jej pieczęcie otworzyć, bo zostałeś zabity i krwią Twoją nabyłeś dla Boga ludzi z każdego pokolenia, języka, ludu i narodu, i uczyniłeś ich Bogu naszemu królestwem i kapłanami, a będą królować na ziemi». Ap 5, 9-10",Niemedyczny
"Centers for Disease Control and Prevention, agencja rządu federalnego USA, wchodząca w skład Departamentu Zdrowia i Opieki Społecznej, otrzymała zalecenie, aby poinformować Amerykanów o efektach ubocznych szczepionki na koronawirusa.  ",Medyczne
"- Nie panie prezydencie, nie będzie grać w tę grę, pan powinien wyjść do ludzi.  Rozmawiałem z lekarzami, którzy mówili, ze na podstawie tych przepisów żaden nie wyda poważnej diagnozy, bo nie wie, czy nie trafi do więzienia - powiedział wicemarszałek Sejmu.",Niemedyczny
"Trzeba być zdrowym, by skorzystać z teleporady:  Najpierw próbujesz się godzinami dodzwonić do rejestracji, umawiasz się na teleporadę na ustaloną godzinę. Gdy godzina nadchodzi - próbujesz się dodzwonić na teleporadę godzinami, dopóki przychodni nie zamkną",Medyczne
Amerykanie zawsze muszą być na czele. Tylko nieszczęśnikom pomyliło się że w tym wypadku dobrze jest być na końcu. wieszwiecej    Leczenie osoczem od ozdrowieńców budzi nadzieje. W Polsce może pojawić się jesienią  ,Medyczne
kot podrapał mnie do krwi i już tyle czasu jestem czysta ale jak zobaczyłam kreskę i krew z niej to zapragnelam ją poprawić i tak ciężko jest mi się powstrzymać przed tym ale kurwa nie mogę zaprzepaścić roku albo nawet i 2 bycia czysta kurwa kurwa kurwa aaaa,Medyczne-diagnoza
W zmianowanym artykule jest wspomniana pani Beata Poprawa pierwsza ponowna reinfekcja w naszym kraju. Pani doktor w Internecie pisała że grypa jest groźniejsza. Później go bardzo ciężko przeszła i jednak zaczęła publicznie ostrzegać.  ,Medyczne
"...80-90 proc. ludności. Dodał, że trzeba również brać pod uwagę, że szczepionki nie są w 100-proc. skuteczne. Naukowiec podkreślił, że taki poziom zaszczepienia jest niezwykle ambitnym celem biorąc pod uwagę istniejącą obecnie nieufność do szczepionek.  2/3",Medyczne
