,text,label
1916,"1 września : 550 zakażeń 10 październik : 5300 zakażeń  Zapraszam serdecznie Ministerstwo Edukacji Narodowej do pierwszej lepszej szkoły, połowa dzieci nie stosuje sie do zalezeń. Biegają bez maseczek z katarem i kaszlem.  #protestuczniowski #uczniowskiprotest",Medyczne
1917,Dzisiaj po raz pierwszy od ponad dwóch miesięcy dostałam dobra wiadomość na temat stanu zdrowia osoby która leży na oddziale kardiologii w jednym z bydgoskich szpitali. Jest to naprawdę świetny szpital z świetnym zespołem. Nie wszystkie polskie szpitale są zle,Medyczne
1918,"Immunoglobulina produkowana z osocza ozdrowieńców po #SARS_CoV_2 wchodzi w fazę testów klinicznych. Pozytywny wynik będzie oznaczał, że lek będą mogli stosować polscy pacjenci. Rozmowa z Marcinem Pirógiem, prezesem firmy @BiomedLublin.  https://t.co/ksPGzMvxCV",Medyczne
1919,"Według  WHO około 10 procent światowej populacji mogło być zarażonych tym wirusem. Przy zaledwie 1 061 539 zgonów przypisanych wirusowi, oznacza to, że śmiertelność z powodu infekcji wynosi około 0,14%, co jest zgodne z grypą sezonową.  https://t.co/WfdTljSGHC",Medyczne
1920,"Dzisiaj rano czułem się kiepsko i miałem jeden z objawów #koronawirus. Zapisałem się na darmowy test (bez potrzeby kontaktu z lekarzem), godzinę potem test wykonany a przed chwilą wynik. Negatywny. Wszystko w ciągu 12 godzin. Tak wygląda testowanie w Szkocji 👍",Medyczne-diagnoza
1921,"Bohaterowie walczyli i ginęli aby Polacy 500+ mogli pojechać nad polskie morze w 2018r. Bracie,  Siostro,  spłać dług Ojczyźnie i kościom Powstańców,  w życiu codziennym bohaterską postawą,   zmagaj się równie nieugięcie o prawo do niezadeptanego życia Narodu.",Niemedyczny
1922,"Jak rozpoznać, czy masz bezobjawowy #zajob. TV śniadaniowa 😂🤦‍♀️  Prowadząca - Jak można rozpoznać, że bezobjawowo przechodzimy covida?   Ekspert - Normalna temperatura czyli ok. 36.6, brak kaszlu, brak kataru, zwyczajne samopoczucie.   https://t.co/k25X443G3l",Medyczne
1923,"Mind Booster – nootropik, czyli preparat opracowany dla wsparcia Twojego umysłu. Aktywne składniki poprawiają krążenie krwi w mózgu, dzięki czemu pracuje wydajniej. Chronią komórki mózgu przed niszczącym wpływem wolnych rodników. ➡️  https://t.co/HMHkuVRDrA ⬅️",Medyczne
1924,Rację mieli ci proponujący opóźnić rozpoczęcie szkoły o miesiąc. Nie jest tajemnicą że szkoła to najlepszy inkubator wszelkiej maści wirusów grypo podobnych i rządowi wirusolodzy powinni to uwzględnić przy covid-19  @PremierRP #wieszwiecej @tvn24 @PolsatNewsPL,Medyczne
1925,"Ciekaw jestem, czy odejście p. Pinkasa ze stanowiska szefa GIS, w ""rzeczywistości niemedialnej"" ma jednak jakiś związek z jego fatalną, niefrasobliwą wypowiedzią o zamiarze ""wygenerowania zapotrzebowania emocjonalnego"" Polaków na szczepionkę przeciwko #COVID19",Niemedyczny
1926,falszywa pandemia ma na celu zaszczepienie ludzi szczepionka z czipami/depopulacje Ziemi/ umozliwienie zarobienia ogromnych pieniedzy Gatesowi i korporacjom Szczepionka powstala za szybko! Szczepionka mRNA powoduje zmiany genetyczne u czlowieka! Poddaje sie...,Medyczne
1927,"https://t.co/uffqDrEvg1 Chciałam przemówić do tych młodych ludzi, którzy tak mnie wzruszają od kilku dni, którzy rozpalają moje serce. Sama na ulicach jestem od prawie pięciu lat z przerwą na leczenie nowotworu złośliwego. I to właśnie chciałam im powiedzieć.",Medyczne
1928,"Kompletny absurd. Pacjent z nowotworem leczy się medyczną marihuaną. Dostał wyrok 2,5 roku więzienia za nielegalne posiadanie tej marihuany (na użytek prywatny, w celach tylko medycznych). W więzieniu będzie leczony medyczną marihuaną   https://t.co/Ffenf1gILJ",Medyczne-diagnoza
1929,"Rynki akcji rozdarte między optymizmem dotyczącym szczepionek przeciwko COVID-19, a zniechęceniem do danych makro. O czym mowa? Sprawdź tutaj:  https://t.co/UzFF9i5HkW #Forex #COVID__19 *77% rachunków detalicznych CFD odnotowuje straty  https://t.co/QfcdCmYwH9",Niemedyczny
1931,"""Nie ma #koronawirus-a na fermach #norki w Polsce""   ""Wyniki badań, o których informowały media nt. możliwości wystąpienia pierwszego zakażenia na fermie norek w Polsce (...) nie potwierdziły obecności wirusa SARS-CoV-2 u tego gatunku""  https://t.co/EstpO4Y0ZU",Medyczne
1933,"Pan Przemysław bez nazwiska jest co najmniej śmieszny. Kwota o której mowa jeszcze śmieszniejsza, a płatność za poradę : raczej pan Przemysław wiedział za jaką kwotę pan Grodzki udziela porad czy konsultacji. Znachorzy biorą ile łaska ale min: ???? jak księża.",Niemedyczny
1934,"Myślę, że zostanie uruchomiona niezła akcja PR. W mediach tzw. eksperci będą non stop mówili o poważnych zagrożeniach, jakie niesie HO i o lekarstwie w postaci open space i codziennego zapierdalania do fabryki, bo przecież Internet istnieje wyłącznie w biurze.",Niemedyczny
1936,@MoimJezus Witam zwracamy się z prośbą o wsparcie i udostępnianie dzięki ludziom o wielkim sercu i wrażliwym na ludzkie cierpienie przygotujemy paczki z żywnością i lekarstwami dla dzieci w syrii dzięki wsparciu dostaną ciepły posiłek   https://t.co/oWkVrun4Vv,Niemedyczny
1937,"Innocenta Dźwierzyńska: Co bym robiła w życiu, gdyby na mojej drodze nie stanął guz mózgu? Nie wiem i wolę nie wiedzieć. Guz mózgu sporo zmienia. Ja zmieniłam życie i stworzyłam Mednavi, które poprawia jakość życia ludzi z nowotworami.  https://t.co/A1Fay4kkhd",Medyczne
1938,"- Podchodzimy ostrożnie do prób leczenia Covid-19 w USA osoczem krwi osób wyleczonych z tej choroby, dowody na skuteczność takiej terapii są nikłe - powiedziała główna doradczyni naukowa Światowej Organizacji Zdrowia Soumya Swaminathan  https://t.co/xEa5gQASUk",Medyczne
1939,"..Dzień dobry..7:38...witam serdecznie już wstałem,noc spokojna,pani domu już w ""ruchu"" syn jeszcze śpi, AKITA schowana u niego, ja już po lekarstwach idę robić kawę, za oknem pogoda słoneczna myślę ze po obiedzie wyskoczę na rybki a teraz miłego dnia kochani.",Niemedyczny
1940,"w moim mieście był mapping 3d+, nie powiedzieli wcześniej o jakiej tematyce i dopiero na pokazie okazało się, ze jest on o cytologii, żeby uświadomić ludzi o nowotworze - faceci z mojego miasta to takie wiesniaki, idą i śmieją się z badania hehe zabawne w chuj",Medyczne
1941,"Czy umie mi ktoś wytłumaczyć dlaczego młody człowiek chory na ostrą białaczkę limfoblastyczną nie chce leczyć się szpitalu, tylko korzysta z usług znachorów. Dlaczego takie praktyki nie są zakazane? Dlaczego ludzie wierzą w te bzdury i płacą ciężkie pieniądze?",Medyczne
1942,Rada dzielnicy @MiejskaWola walczy z nierównym traktowaniem Szpitala Wolskiego względem #SzpitalaNarodowy. Ok. 30 pacjentów w lekkim stanie na Narodowym vs. przepełniony szpital na Kasprzaka. Radni zadają zrównania stawek dla szpitali.  https://t.co/mRY0d3gMCj,Niemedyczny
1944,18 mln zł trafi z @PodlaskiUW do Uniwersyteckiego Szpitala Klinicznego w #Białystok na wyposażenie dwóch szpitali tymczasowych dla pacjentów zakażonych #koronawirus.em - poinformował w czwartek (26.11) szpital USK.  #podlaskie #zdrowie  https://t.co/74O7yegXlt,Niemedyczny
1946,"wczoraj spedzilam pol dnia w komunikacji (pod)miejskiej tylko po to zeby dostac sie na laboratoria, usiedliśmy, wszedł prowadzący i przywitał całe 9 osob najbardziej przerażającym kaszlem jaki dotychczas słyszałam taki byl nasz wyglad  https://t.co/BOd0WYv0fl",Medyczne
1947,"PMM: Rozumiem zdziwienie niektórych z państwa, że mamy deficyt w ryzach, że dług publiczny jest na poziomie znacząco niższym niż średnia UE. Jednocześnie mamy środki na finansowanie wsparcia miejsc pracy, również szpitali rezerwowych   https://t.co/LD4naqUSDT",Niemedyczny
1948,"Ja pierdole to co robi rząd z szpitalami i jak traktuje ludzi chorych poważnie, a nie jakieś covidy to jest żart. Kobieta tu płaczę, że nie ma już miejsca na rehabilitację, wyrzucają ich jak śmieci i mają sobie radzić sami, a rząd ma to w dupie.... skurwysyny",Niemedyczny
1949,Rak piersi wcześnie wykryty jest uleczalny w ponad 90%... Dlatego @AmpFutbolPolska wraz z Fundacją Piłka jest Piękna zaprasza całe społeczeństwo do pokazania rakowi piersi #RozowaKartkaZycia! Więcej o akcji ➡️  https://t.co/CCTL9mRwBA  https://t.co/8KgyEhGgYn,Medyczne
1950,"Rak piersi wcześnie wykryty jest uleczalny w ponad 90%... Dlatego Fortuna 1 Liga wraz z Fundacją Piłka jest Piękna zaprasza całe społeczeństwo do pokazania rakowi piersi Różowej Kartki Życia, każdego 1 Października. #RozowaKartkaZycia  https://t.co/s8bsxLR5cc",Medyczne
1951,"DZIEŃ DOBRY..8:11,kochani za oknem słonce szykuje się piękna niedziela,a wiec kochani czas wstawać,AKITA wróciła z porannego spaceru,panie domu jeszcze śpią,ja już po śniadaniu i lekarstwach,czas na mała kawę i życzenia dla was,kochani miłego spokojnego dnia.",Niemedyczny
1952,"Najśmieszniejsze jest to, że politycy którzy nie mają pojęcia o wirusach dziś kształtują naszą rzeczywistość mówiąc jak mamy z nimi walczyć. Taka jest prawda, że żaden szanujący się wirusolog nigdy by nie zalecił noszenia maseczek,czy izolacji zdrowych ludzi.",Medyczne
1953,"To nieprawda, że Kamilok zawsze broni PiS przed lekarzami, pielęgniarkami, nauczycielami, sędziami, aktorami, urzędnikami, artystami, górnikami, muzealnikami, rolnikami, czy kobietami, bo przecież trzy lata temu bronił wyrzucenia Ziemowita z TVP! #Obiektywnie",Niemedyczny
1954,"W związku z pandemią #koronawirus, szczepionka przeciwko grypie cieszy się w tym roku wyjątkową popularnością. W polskich przychodniach i aptekach brakuje niestety preparatów, a sezon chorobowy dopiero się zaczyna. ⬇️ @RadiowaJedynka   https://t.co/8yYv9WktXo",Medyczne
1955,"Czyli części osób nie zbadamy, nie zdiagnozujemy, nie wykryjemy nowotworów, guzów i innych zagrożeń dla życia w przyszłości, bo się przez pół roku nie ogarnęliśmy i jesień nas wzięła z zaskoczenia niczym śnieg drogowców... #PATOLOGIA   https://t.co/sVxjzHCSAj",Medyczne
1956,"Jestem już #dawca. Oddałam #szpik choremu dziecku. Ty też możesz pomóc #ZarejestrujSie #ZostanDawca #ToProste #DKMS @DKMS_pl. Możesz komuś uratować życie, dając szansę na przeszczep. Trzeba tylko być w bazie, a gdy zajdzie potrzeba nie wahać się, tylko oddać!",Medyczne-diagnoza
1957,"76% pracowników służby zdrowia wahających się przed szczepieniami podało „przyspieszony rozwój szczepionek” jako główny powód swoich obaw. Zazwyczaj opracowanie szczepionki trwa 8 -10 lat, dr Erbelding w CNN  @MZ_GOV_PL @MorawieckiM    https://t.co/jXlliCJRNW",Medyczne
1959,"Ta tak zwana pandemia COVID-19 jest pandemią testów PCR, wiemy, że tak stwierdziła WHO, za profesorem Johannidesem, o stopniu niebezpieczeństwa C wirusa. Jest to mniej więcej odpowiednik grypy z 0,14% wskaźnikiem śmiertelności i nie ma bezobjawowych infekcji,",Medyczne
1963,"Jest szczepionka na #covid. Ale koncerny farmaceutyczne mają na nią #patenty, windują ceny i ograniczają podaż. Za kilka dni rządy zagłosują nad zawieszeniem patentów, aby cały świat miał do nich dostęp. Dopilnujmy, aby tak się stało!  https://t.co/XDPTYF6im8",Medyczne
1964,"Tak prezentuje się obwoluta pięćdziesiątej piątej Jednotomówki Waneko - Children. Nibylandia spłynęła krwią... Premiera tej mangi już 17 grudnia, przedpłaty możecie zamawiać tutaj:  https://t.co/LM4HjlpY7R Co sądzicie o tej obwolucie?  https://t.co/urIYbV2NGV",Niemedyczny
1965,"Ich mężowie, żony, narzeczeni są lekarzami. Rodzinne życie dostosowali do szpitalnego grafiku. Niby to dla nich nie nowość, ale okazało się, że podczas pandemii jest najtrudniej.  Polecamy tekst @ankaseremak w strefie PREMIUM @tvn24:   https://t.co/qnBlhNFzOO",Niemedyczny
1967,"Zgadzam się z Panem Panie Doktorze w 100%. Izolacja i zajmowanie się tylko wirusem spowodowała, że tylko w moim powiecie bieszczadzkim w X2020 roku zmarło o 360% więcej ludzi niż w analogicznym miesiącu 2019r. Na naszych oczach dochodzi do narodowego dramatu.",Medyczne
1968,"„Nie ma lekarstwa mocniejszego, skuteczniejszego, doskonalszego dla naszych ran we wszystkich sprawach ziemskich, jak mieć kogoś, kto cierpi z nami w każdym nieszczęściu i cieszy się w powodzeniu.” ❤️  🌼Miłego dnia życzę 🍂Dzień dobry🍁  https://t.co/lcmRwiEbEe",Medyczne
1969,"Zawarliśmy porozumienie z Wojewódzkim Szpitalem Zespolonym w Płocku, który zostanie pracodawcą dla kadry medycznej w szpitalu tymczasowym. @PKN_ORLEN zaangażował się w jej pozyskanie. Dzięki tej współpracy zapewnimy profesjonalną i kompleksową pomoc pacjentom",Niemedyczny
1970,"Müller: Chcemy przedstawić w najbliższym czasie informację na temat dodatkowych zachęt do tego, aby osoby, które są ozdrowieńcami, dzieliły się osoczem. Premier w tej sprawie na pewno zabierze głos, być może dzisiaj  #300POLITYKALIVE   https://t.co/ECtaQyc2xG",Medyczne
1971,"Zarząd Województwa Lubuskiego przekazał Jednoimiennemu Szpitalowi Zakaźnemu w Gorzowie Wlkp. ponad 11 tysięcy maseczek ochronnych, rękawiczki, kombinezony i inne środki ochrony osobistej  #koronawiruslubuskie   https://t.co/GxgKbcBltb  https://t.co/8bzIwfNuya",Niemedyczny
1972,Kolejny filmik ze szpitala z Nowego Targu gdzie czerwona strefa była od samego początku !!! Ludzie umierają w domach a dyspozytorka pierdoli że nie mają karetek a one stoją pod szpitalem jak gdyby nigdy nic !!! Na SOR drzwi zamknięte   https://t.co/Opq6Wf8VPS,Medyczne
1973,"Gadzinówki: Google, Facebook i Twitter zakazali kolportacji przesłania amerykańskich lekarzy, którzy poinformowali wczoraj w Waszyngtonie D.C. o lekarstwie na COVID, którym jest Hydroksychlorochina, w połączeniu z cynkiem i Zithromax.  https://t.co/dpvIz0SjSJ",Medyczne
1974,"Około 60 pacjentów chorujących na koronawirusa, przebywających w szpitalu w Kędzierzynie-Koźlu już zostało poddanych terapii osoczem ozdrowieńców. Do jego oddawania zachęcał sam dyrektor placówki, który przeszedł zakażenie COVID-19.   https://t.co/tFX1QLLDdV",Medyczne
1975,"Czy powstała już inicjatywa ogólnopolskiego składania gratulacji doktorowi Dudzie z okazji ponownego objęcia przez pana Kurskiego stanowiska prezesa TVP po usunięciu go z tego stanowiska na żądanie doktora Dudy 4 miesiące temu?  Jeśli nie, to najwyższa pora.",Niemedyczny
1976,"Widziałem na lewicy sporo dyskusji o tym, że szczepionka będzie dostępna tylko dla 10% ludzkości ze względu na cenę. Możliwe, że to 10% to i tak optymistyczne patrząc na dostępność zamrażarek -94C choćby w przychodniach w zdezurbanizowanych rejonach Francji.",Niemedyczny
1977,"To prawda np. w Kielcach nie robią chorym, z ewidentnymi objawami testów. Moja kuzynka tak miała. A szczepionki przeciwko grypie tylko po 65 r. życia i tylko chorym. Moja kuzynka jest zbyt zdrowa! Tak powiedział lekarz POZ w Zgórsku pod Kielcami!!!😥😥😥🤔🤔🤔🤔🤦🤦🤦",Medyczne-diagnoza
1979,"Apel o oddawanie osocza. ""Osoby, które przechorowały koronawirusa, mają w osoczu przeciwciała, które mogą pomóc chorym wyzdrowieć. Jeden dawca z wysokim mianem przeciwciał mógłby oddać osocze, które wystarczyłoby do pomocy dla 9 pacjentów lub więcej"". #TVN24",Medyczne
1980,W tym kraju nie da się spokojnie chorować. Leżę w łóżku a co chwila jak nie policja to sanepid to szpital dzwoni. W dodatku każą instalować jakies aplikacje pokickalam wszystko nie da się odkręcić musiałam wyjaśniać na infolini wszystko składać oświadczenie.,Niemedyczny
1981,"Po to chrzest niemowlęcia, żeby zanurzyć je w Duchu św.,  żeby wszczepić duszę dzieciątka w Łaskę Bożą. Taki parasol ochronny przed złem duchowym. Ciało szczepi się przeciwko bakteriom, wirusom a duszy dziecka potrzebna jest ""szczepionka"" przed złem szatana.",Niemedyczny
1982,"Patomorfologia to dziedzina medycyny zajmująca się ocenianiem komórek, tkanek i narządów. Jest kluczowa w diagnozowaniu chociażby nowotworów. Z raportu NIK wyłania się przerażający obraz!  Brakuje lekarzy, sprzętu, pieniędzy... A, czym zajmuje się rząd? Dno!",Medyczne
1983,"Łukaszenka po raz pierwszy odwiedził szpital, gdzie leczą chorych na #COVID19  Jest to ewidentna, ale wyraźnie spóźniona próba ocieplenia wizerunku.  Trzeba było to robić wiosną, wtedy dziś była by inna sytuacja #białoruś #łukaszenka  https://t.co/Cl7xEX2kxd",Niemedyczny
1984,"Wszystkich zachęcam do oddawania osocza, bo badania nad nim trwają, a by można było je prowadzić, trzeba mieć co podawać. Dlatego warto je oddać. Niemniej warto wiedzieć, że to potencjalna opcja, a nie już skuteczny lek.  Także oddawajcie osocze. Krew też ;)",Medyczne
1985,"Mam pytanie do ekspertów od zgód i relacji kibicowskich. Przez 2 kolejki muszę kibicować Rakowi, żeby Ruch nie stracił szansy, może to oznaczać ich awans. Potem trzeba trzymać kciuki za gie... 2 mecze z rzędu co również... może lepiej było przegrać wczoraj 😂",Niemedyczny
1986,"Jestem bardzo rozżalony, że media starają się kształtować politykę zdrowotną państwa i podają nieprawdę, jeśli chodzi o działalność szpitala - podkreśla szef szpitala tymczasowego na Stadionie Narodowym Artur Zaczyński @rynekzdrowia   https://t.co/GXQMshkXho",Medyczne
1988,"#ŚwięteSłowa «Godzien jesteś wziąć księgę i jej pieczęcie otworzyć, bo zostałeś zabity i krwią Twoją nabyłeś dla Boga ludzi z każdego pokolenia, języka, ludu i narodu, i uczyniłeś ich Bogu naszemu królestwem i kapłanami, a będą królować na ziemi». Ap 5, 9-10",Niemedyczny
1989,"Centers for Disease Control and Prevention, agencja rządu federalnego USA, wchodząca w skład Departamentu Zdrowia i Opieki Społecznej, otrzymała zalecenie, aby poinformować Amerykanów o efektach ubocznych szczepionki na koronawirusa.  https://t.co/xyhIrl2wHi",Medyczne
1990,"- Nie panie prezydencie, nie będzie grać w tę grę, pan powinien wyjść do ludzi.  Rozmawiałem z lekarzami, którzy mówili, ze na podstawie tych przepisów żaden nie wyda poważnej diagnozy, bo nie wie, czy nie trafi do więzienia - powiedział wicemarszałek Sejmu.",Niemedyczny
1991,"Trzeba być zdrowym, by skorzystać z teleporady:  Najpierw próbujesz się godzinami dodzwonić do rejestracji, umawiasz się na teleporadę na ustaloną godzinę. Gdy godzina nadchodzi - próbujesz się dodzwonić na teleporadę godzinami, dopóki przychodni nie zamkną🧐",Medyczne
1992,Amerykanie zawsze muszą być na czele. Tylko nieszczęśnikom pomyliło się że w tym wypadku dobrze jest być na końcu. #wieszwiecej @tvn24 @PolsatNewsPL  Leczenie osoczem od ozdrowieńców budzi nadzieje. W Polsce może pojawić się jesienią  https://t.co/BNWZscXSR3,Medyczne
1993,kot podrapał mnie do krwi i już tyle czasu jestem czysta ale jak zobaczyłam kreskę i krew z niej to zapragnelam ją poprawić i tak ciężko jest mi się powstrzymać przed tym ale kurwa nie mogę zaprzepaścić roku albo nawet i 2 bycia czysta kurwa kurwa kurwa aaaa,Medyczne-diagnoza
1994,W zmianowanym artykule jest wspomniana pani Beata Poprawa pierwsza ponowna reinfekcja w naszym kraju. Pani doktor w Internecie pisała że grypa jest groźniejsza. Później go bardzo ciężko przeszła i jednak zaczęła publicznie ostrzegać.  https://t.co/ki0XxMSKWJ,Medyczne
1995,"...80-90 proc. ludności. Dodał, że trzeba również brać pod uwagę, że szczepionki nie są w 100-proc. skuteczne. Naukowiec podkreślił, że taki poziom zaszczepienia jest niezwykle ambitnym celem biorąc pod uwagę istniejącą obecnie nieufność do szczepionek.  2/3",Medyczne
1996,"Ten Czarnek jest doktorem habilitowanym nauk prawnych, a odnoszę wrażenie, że taki chłopaczek ode mnie ze wsi z którym chodziłem do klasy, a skończył on edukacje na gimnazjum gada czasem mądrzej. Nie słyszałem jeszcze żadnej mądrej wypowiedzi tegoż ministra.",Niemedyczny
1997,Stanisław Karczewski poleca jak walczyć z koronawirusem: jedno jabłko z wieczora i nie ma doktora  Jednego durnia mniej i nerwy spokojniejsze i sen zdrowszy. A co z cukrzykami lekarzu z portretem za 7700 ? Na noc nie wolno owoców!!!   https://t.co/WLchXHsqmp,Medyczne
2000,"Te marksizmy to najgorsze wirusy które mutują wprost proporcjonalnie do głupoty wyznawców,tak naprawdę wirus wypuszczony przez finansere żydowska do całkowitego zapanowania nad światem, a któż dzisiaj jest befinicjentem majątku np  Rosji,Ukrainy a i Polski ?",Niemedyczny
2002,".@MorawieckiM: Bardzo się będę cieszył, jeżeli nie będzie tam pacjentów. Będzie to znaczyło, że nie ma potrzeby leczenia rezerwowego, że te szpitale tradycyjne 1., 2. i 3. poziomu są w stanie ""wchłonąć"" tych chorych na COVID-19.  #włączprawdę z #TVRepublika",Medyczne
2003,"Nie ma wojny, Guderian też nie żyje, a kraj pokonany przez swoje władze. Jeszcze walczą, przetrzebione zarazą, służby medyczne, pozbawione lekarstw, środków ochrony i sprzętu. Do tego gnębione przez Sasina i marne płace. A rząd walczy z aborcją i hodowcami.",Niemedyczny
2004,"Nie w tym problem! Wirus obnażył ten karton zwany Państwem Polskim! Za chwilę ludzie zaczną pytać że 50% dochodu ok ale kurwa za co? Za niesprawną służbę zdrowia, wymiar sprawiedliwości czy administrację. I to jest dobre pytanie tylko zadane za mało razy. 😎",Niemedyczny
2005,"#TVP3Wroclaw dzisiaj w #Faktyoporanku Norbert Raba, dyrektor przychodni POZ w Strzelinie wyjaśniał: ➡️Czym jest Domowa Opieka Medyczna? ➡️Jak działa #pulsoksymetr?  https://t.co/qibWVFRwEK @a_niedzielski @NFZ_Centrala @SylwiaWadrzyk  https://t.co/MfK9Y4o4UZ",Niemedyczny
2006,"Lekarze są bohaterami. Dlaczego nie klaszczemy na balkonach? Codziennie, o umówionej godzinie. Dlaczego wolimy poświęcać uwagę politykom. Oni nie robią nic pożytecznego. My też, ale dajmy lekarzom chociaż te oklaski. To co? Jutro, 18 listopada, godz. 17.00?",Niemedyczny
2007,‼️ Rak piersi wcześnie wykryty jest uleczalny w ponad 90%…  Zawodnicy Bytovii pokazują rakowi piersi Różowa Kartkę Życia. Wspólnie działajmy na rzecz wczesnego wykrywania raka piersi! #RozowaKartkaZycia   ➡️  https://t.co/sKnQ6oe8UD  https://t.co/5zDkiTqDfb,Medyczne
2008,"J. Lichocka, pokazująca środkowy palec  https://t.co/Ih4n6AlhbQ. lekarzom w czasie debaty o przekazaniu 2 MLD ZŁ na onkologię zamiast na TVPiS, teraz wołająca do Niemców oddajcie naszych lekarzy, to jednak jest jakieś zjawisko. #arogancja #buta #bezczelność",Niemedyczny
2009,Ospa została wyeliminowana dzięki szczepionkom.  Polio zostało zmniejszone z 350 000 przypadków w 1988 r. Do 33 przypadków w zeszłym roku dzięki szczepionkom.  Zgony odry spadły o ponad 95% od 1963 r. Dzięki szczepionkom.  Zaszczep swoje dzieci. #Współpraca,Medyczne
2010,"POTRZEBNA PILNA POMOC DLA SAMOTNEJ MATKI‼ 🔗  https://t.co/VLnuMuVYIH ❌Moja zbiórka to ""nie sposób na życie"" - to konieczność, bez której nie dałaby rady wykupić lekarstw, zrobić badań, odbyć wizyt lekarskich, kupić jedzenia. 💔 Kochani, razem możecie pomóc❤️",Niemedyczny
2011,"To może ja do nich bardziej obrazowo. Czy jako syn ginekologa, nie będąc lekarzem mogę odziedziczyć po zmarłym tacie jego gabinet. Mogę. A czy mogę zaglądać we wszystkie dziury? Nie mogę! Bo nie mam uprawnień do prowadzenia gabinetu lekarskiego. Verstanden?",Medyczne
2013,".@BartSienkiewicz, @Platforma_org - #NordStream2 jest kością niezgody w Europie. W stosunkach polsko-niemieckich i niemiecko-amerykańskich. Układanie rurociągu z gangsterami to nie jest dobry pomysł biznesowy.  Poranek @Radio_TOK_FM  https://t.co/lLeAzDEKjY",Niemedyczny
2014,"Tajemnice #SzpitalNarodowy  Panie @PremierRP @MZ_GOV_PL  Czy prawdą jest, że punkt przyjęć w narodowym, za który płacicie szpitalowi 18 299 zł dziennie, zabezpieczało samodzielnie, przez całą dobę tylko 2 lekarzy rezydentów? Bez żadnego lekarza specjalisty?",Niemedyczny
2015,"Artur @BarcisBlog o oddawaniu osocza: Bardzo chętnie posłuchałbym (apelu premiera – red.), ale nie kwalifikuję się. Ozdrowieńcy mogą mieć najwięcej 60 lat a ja mam 64. Gdyby okazało się, że mogę, to z największą przyjemnością pójdę oddać krew @RadioZET_NEWS",Medyczne
2016,"Mój Przyjaciel leży w szpitalu, ciężko przechodzi Covida, szukamy osocza ozdrowieńców min. 28 dni po przejściu . Wszystkich z okolic Trójmiasta proszę o Najcenniejszy dar oddanie  osocza aRh+. Życie ma sens. Jeśli nie dla niego to pomyślcie proszę o innych.",Medyczne-diagnoza
2017,@KochamCieJezu Witam zwracamy się z prośbą o wsparcie i udostępnianie dzięki ludziom o wielkim sercu i wrażliwym na ludzkie cierpienie przygotujemy paczki z żywnością i lekarstwami dla dzieci w syrii dzięki wsparciu dostaną posiłki   https://t.co/oWkVrun4Vv,Niemedyczny
2018,"Lekarz z Przemyśla opublikował swoje rewelacyjne wyniki leczenia ciężkich przypadków,przy pomocy ogólnie dostępnego leku!jaki skutek?!a no taki,że zablokowali jego wpisy i stronę przychodni zdrowia w której pracuje!Bodnar Przemyśl  przychodnia Optima.#zajob",Medyczne
2019,"Jakaś debilka w pracy mojej mamy zorganizowała córce imprezę urodzinową i ta córka w środę dostała prawie 40 stopni gorączki. Wczoraj otrzymała pozytywny wynik na koronawirusa i jeszcze ta matka kretynka przyszła do pracy tylko po to, żeby o tym powiedzieć.",Medyczne-diagnoza
2021,Jeśli ty osobo która to czytasz -masz zamiar spamowac homo na tl -jesteś za aborcja -masz zamiar wyzywac mnie za moje poglądy -jesteś przeciw szczepionkom -i masz zamiar tylko narzekać na nasz kraj Daj mi unfollow i blocka bo mam dość dzbanów Bez pozdrowien,Niemedyczny
2023,"Prawdopodobnie w pierwszym cyklu szczepień znakomita większość szczepionek to będzie Placebo. Nie mogą podać od razu szczepionek jakie wywołają wysoką śmiertelność, bo to byłaby ostatnia fala szczepień na jaką zgodziliby się ludzie.  https://t.co/VVp9BRDASn",Medyczne
2024,"Jestem w aptece i słucham rozmowy -Dzień dobry, potrzebuję coś na ucięty palec. -Co się stało? -Mężowi palec ucięło -To trzeba jechać do lekarza - Co lekarz pomoże? -Przyszyje palec. - Gdzie ja teraz będę jeździła po lekarzach i stała w kolejkach. #ŻonaRoku",Medyczne-diagnoza
2025,"W ciągu tygodnia liczba hospitalizowanych osób z Covid-19 zmniejszyła się o 1260. Aktualnie w szpitalach leczonych jest 5047 osób z #koronawirus - poinformował wiceminister zdrowia, krajowy koordynator do spraw intensywnej terapii Vladimir Czerny. /PAP/ 2/2",Medyczne
2026,"Ja w sprawie ""Szpitala Narodowego"" Jestem zbulwersowany faktem,że Szpital Narodowy tak mało kasy dostaje!!! To jest skandal covitłuku @a_niedzielski i ten z brudną ścierą na mordzie @MorawieckiM Wincyj kasy na boisko narodowe!! No!!  https://t.co/dPcfyD6Kmc",Niemedyczny
2027,Minister Rolnictwa na wczorajszej konferencji zdementował oficjalnie doniesienia z mediów o domniemanym wystąpieniu wirusa Sars-CoV-2 wśród norek na polskich fermach futerkowych. Poniżej komunikat @WetGIW ⬇️  https://t.co/9AQCDMgECa  https://t.co/uEOPjmzn0W,Medyczne
